objid,u,g,r,i,z,class,redshift
1237668704619528524,18.36953,17.37391,17.05618,16.9199,16.86022,STAR,-0.0007197999
1237668572012151249,16.38188,15.0975,14.6481,14.48855,14.4274,STAR,-1.135719E-05
1237668572548890918,17.47811,16.22823,15.62436,15.35283,15.18558,STAR,-0.0005440663
1237668705156268486,17.57057,16.54758,16.14557,15.96953,15.89596,STAR,-0.0008980818
1237668706766881384,17.82185,16.49649,15.96188,15.76592,15.67635,STAR,-1.737782E-05
1237668706229748603,19.26054,18.17731,17.72925,17.56596,17.4528,STAR,-0.0009587552
1237671695523841537,19.3068,18.37026,18.05387,17.97765,17.89344,STAR,-0.0003042219
1237668706229682968,17.78179,16.50704,16.0207,15.84105,15.75193,STAR,-8.929819E-05
1237668707303621224,17.97475,16.24142,15.41051,15.03084,14.77402,STAR,-0.0005800239
1237668705155614328,19.33131,17.90499,17.2989,17.05704,16.93,STAR,-0.0003043969
1237668704618742033,17.87521,16.30338,15.56274,15.24315,15.03361,STAR,-0.0002423283
1237668573085041574,19.08969,17.76826,17.85409,17.89322,18.00685,STAR,-0.0005436249
1237668706766291370,17.81719,16.46529,16.39564,16.38701,16.39061,STAR,-0.000330857
1237668650936305023,18.97871,17.00789,15.89822,15.40211,15.07995,STAR,0.0003625992
1237668650936303976,17.24223,15.60575,14.83835,14.53117,14.3421,STAR,1.81163E-05
1237668650398584214,19.18215,17.16437,16.21143,15.83548,15.64121,STAR,7.970655E-05
1237668598318760125,19.48644,16.0498,14.48586,17.51461,13.36443,STAR,-0.0001043103
1237668649862301164,19.45992,17.2759,16.11974,15.60875,15.29498,STAR,4.909022E-05
1237668598318632591,19.59942,17.3561,16.17856,15.73732,15.43766,STAR,-4.651426E-06
1237668598318303449,19.38885,17.60237,16.83413,16.18607,15.8787,STAR,5.004861E-05
1237668598318172688,18.11539,16.58342,15.60398,15.16885,14.85351,STAR,-6.606348E-05
1237668649325495104,17.30785,15.01501,12.56092,11.67402,11.39728,STAR,7.450178E-05
1237668648788558923,17.033,15.43183,14.65154,14.34525,14.16504,STAR,-8.176923E-05
1237668705688944798,18.99088,17.42398,16.78271,16.51944,16.37141,STAR,-0.0002495714
1237648705679917612,18.36679,16.67771,15.80625,15.34688,14.9629,GALAXY,0.03250279
1237668706225619281,17.13096,16.84115,17.07305,17.30592,17.56896,STAR,2.112065E-05
1237668705151811709,16.88734,15.85166,15.48918,15.35812,15.33172,STAR,-0.0002183599
1237668705151615413,19.40086,17.51323,16.69656,16.36282,16.16691,STAR,-0.00010874
1237668705688486173,18.93379,17.92146,17.56537,17.4297,17.33971,STAR,-0.0002707337
1237648702995235494,19.52344,17.47058,16.43787,15.95767,15.57217,GALAXY,0.05931826
1237668572007170696,19.28783,17.98529,17.4435,17.24857,17.15507,STAR,-0.0002263564
1237665101154812334,19.20645,16.70193,15.63232,15.2288,15.01782,STAR,6.933398E-05
1237665442614083727,18.87656,16.63927,15.78213,15.48353,15.30578,STAR,-0.000624498
1237668573617717441,17.37809,15.9944,15.412,15.17412,15.05698,STAR,-0.0003732417
1237655549133652481,18.98904,17.57558,16.99881,16.76318,16.64854,STAR,9.96728E-05
1237665532802302215,16.79416,15.36018,14.43089,14.30117,14.04291,STAR,-0.0001289608
1237665532265431076,16.84093,15.62772,15.12989,14.94383,14.85772,STAR,0.0001549758
1237668706225029388,17.50532,16.03281,15.48389,15.27887,15.19339,STAR,-0.0001056604
1237665532802236633,16.21367,15.09447,14.40377,14.36572,14.21438,STAR,-0.0001179657
1237655550744068262,17.68984,16.5656,16.09583,15.90658,15.82624,STAR,-0.000187304
1237666209250543190,19.09446,17.72714,17.63603,17.61972,17.58093,STAR,-0.0005431529
1237666226963873902,17.78056,15.76395,14.97713,14.71254,14.57885,STAR,-0.000328232
1237665429724659753,18.57888,17.5637,17.27278,17.11756,17.05681,STAR,-0.0003202582
1237665532802105601,18.81821,17.89636,17.56639,17.42073,17.39228,STAR,-0.0003192834
1237666226963547591,18.61473,16.34269,15.38541,15.00493,14.7841,STAR,-2.226578E-05
1237666227500680194,18.69055,16.58529,15.67725,15.30015,15.05862,STAR,-4.41845E-05
1237666209787217205,19.34011,17.7738,17.55496,17.49521,17.47182,GALAXY,0
1237666209787480437,18.25887,16.33932,15.38808,14.96044,14.67938,STAR,-0.0002169701
1237666210322055522,18.59875,16.38002,15.48252,15.19055,15.01128,STAR,-8.46361E-06
1237666209245954651,15.76144,14.61621,14.18152,14.00388,13.92801,STAR,-0.0002916282
1237666226424250441,15.84915,14.51987,14.25252,14.16187,14.14172,STAR,4.25157E-05
1237666228037485499,18.06526,16.7034,16.07186,15.92771,15.81354,STAR,-0.0002234945
1237666226961778229,19.47809,18.26819,17.99931,17.90934,17.96507,STAR,4.850581E-05
1237655550743610311,19.39167,17.61421,17.13021,16.89215,16.91592,GALAXY,0.04808899
1237666209783088084,19.16353,18.04082,17.48402,17.22765,17.07673,STAR,-9.830875E-05
1237666210858665968,19.36937,17.56459,16.83611,16.54219,16.35301,STAR,-0.0004179226
1237666210859188878,16.68893,15.27369,14.71915,14.51164,14.41875,STAR,-0.00013538
1237648673459798485,19.23512,19.08207,18.78046,18.81124,18.99055,QSO,1.149604
1237666210858533369,17.60293,15.66333,14.89835,14.63227,14.48824,STAR,-0.0001022034
1237666210861354729,19.51361,17.86199,17.42701,17.2721,17.23024,STAR,4.456489E-05
1237662341630722630,18.92536,17.82939,17.55183,17.36232,17.30501,GALAXY,0.05219146
1237666210861220407,18.75618,17.12794,16.3673,16.06679,15.8626,STAR,-4.889663E-05
1237662225705861413,17.88774,16.61871,16.43198,16.37638,16.35032,STAR,0.0001131283
1237662663760871699,18.54413,18.23739,18.50328,18.71836,18.88162,STAR,-0.0003046546
1237662226242732287,16.5915,16.53295,16.89722,17.18472,17.47325,STAR,-6.141251E-05
1237666228574159840,18.75373,17.70243,17.28622,17.0978,16.99806,STAR,-0.0007383334
1237666211395864642,19.47884,17.60623,16.86862,16.61459,16.48445,STAR,-4.456801E-05
1237666209782366784,18.84595,16.99772,16.22821,15.90884,15.73365,STAR,-0.0001950264
1237666211395732615,17.18588,15.79784,15.2855,15.10674,15.02503,STAR,5.618833E-05
1237666210320023626,18.99726,17.65729,17.04933,16.81431,16.66535,STAR,-0.0004060933
1237666228576914705,19.35978,17.54622,16.54448,16.04723,15.72836,STAR,-0.0003711898
1237668706224177760,18.95865,17.82881,18.0062,18.15504,18.25056,STAR,-0.000592465
1237668337401462934,18.12589,17.17109,16.83252,16.71338,16.66049,STAR,0.0003456523
1237666229111621816,19.30089,16.8447,15.82183,15.46866,15.25696,STAR,2.278697E-05
1237666229111622079,19.17156,17.91759,17.35839,17.12555,17.01957,STAR,-0.0002226871
1237668706224112148,19.30546,18.05752,17.60013,17.44102,17.36639,STAR,-0.0004166611
1237662663760675826,19.19474,18.18203,17.72251,17.53773,17.35308,GALAXY,0.05287012
1237666210856829147,18.39122,17.16182,16.76451,16.60714,16.53608,STAR,7.191366E-05
1237666229110964591,19.48522,17.77142,17.09352,16.85218,16.69667,STAR,0.0001342868
1237666228035256793,17.38341,15.77957,15.13412,14.89922,14.78201,STAR,-5.616151E-05
1237666229111292510,18.42208,16.89946,16.31406,16.1279,16.0463,STAR,9.485477E-05
1237666228577567084,17.9563,16.16304,15.33645,14.9653,14.73088,STAR,-2.442751E-05
1237665567159091510,18.92159,18.87687,18.66471,18.74303,18.67495,QSO,1.018931
1237666211398420461,18.37108,16.78749,16.09388,15.78551,15.60303,STAR,-1.168201E-06
1237666228034994339,17.79367,16.72023,16.3313,16.16383,16.07807,STAR,-0.0004476268
1237665533338189866,19.38652,17.38771,16.5121,15.97014,15.52038,GALAXY,0.04989396
1237648703530860576,19.36602,19.02429,18.75838,18.56195,18.51947,QSO,1.437831
1237668337401332039,19.4321,19.43276,19.18843,19.20727,19.23048,QSO,1.145283
1237672154549256568,17.1211,15.76161,15.1486,14.89527,14.74675,STAR,0.000205904
1237648675606823365,18.78055,17.26691,16.68871,16.4583,16.32949,STAR,-1.473637E-06
1237662226242404425,19.57384,17.78806,16.91681,16.46767,16.14128,GALAXY,0.05334027
1237662301917282426,18.3543,17.41001,16.99809,16.84298,16.77491,STAR,-0.001139973
1237666228572063119,19.39537,18.05432,17.33756,17.02588,16.87864,STAR,-0.0001230708
1237665566085087621,18.6186,16.82759,15.93595,15.48885,15.12717,GALAXY,0.05092341
1237662225705336879,18.62295,17.67596,17.3226,17.1829,17.11603,STAR,0.000117722
1237668336327327785,19.58481,17.89783,16.95497,16.48837,16.0847,GALAXY,0.08038292
1237666210855715457,18.28985,17.30863,17.00102,16.85617,16.80574,STAR,-0.0003898889
1237668270844150405,17.67527,16.49428,16.05738,15.81861,15.66408,GALAXY,0.03183241
1237666209243922898,18.55438,16.74322,16.03521,15.74601,15.58823,STAR,-0.0004569356
1237666229108867669,18.28296,16.61095,15.92057,15.65164,15.50082,STAR,-5.82445E-05
1237665566084956336,17.06881,15.43461,14.6344,14.18714,13.90225,GALAXY,0.05621862
1237662337336934688,19.12265,17.49227,16.75676,16.4389,16.29513,STAR,8.521751E-06
1237665567695569396,19.52851,18.86724,18.53153,18.39846,18.16406,QSO,2.932856
1237662500552704089,18.07169,16.85558,16.34897,16.04035,15.84641,GALAXY,0.03231231
1237662341093130335,18.8641,17.84253,17.45677,17.28876,17.21415,STAR,-0.0006649873
1237668336327131632,19.14231,16.49646,15.20621,14.74127,14.55236,STAR,-0.0001752962
1237662302990762460,18.83142,16.94431,16.066,15.65152,15.32556,GALAXY,0.04984814
1237666229108343304,16.09107,14.81201,14.69993,14.70863,14.73344,STAR,-0.0001893246
1237659152614359239,16.50519,15.45618,14.99985,14.80423,14.62972,GALAXY,0.01478627
1237666229108539480,17.02004,15.83299,15.62871,15.58256,15.59281,STAR,-2.794391E-05
1237666211392651837,18.6114,17.02673,16.42587,16.20729,16.10016,STAR,7.188831E-05
1237662300843147526,18.81954,17.6864,17.68822,17.75644,17.80796,STAR,-0.0009308266
1237662663760085220,18.00582,17.92942,18.17536,18.35836,18.5646,STAR,-6.160557E-05
1237662336799867563,18.76358,17.74376,17.22376,16.81957,16.62999,GALAXY,0.0592638
1237662226241945715,18.99561,18.6329,18.59614,18.66475,18.5022,QSO,0.80198
1237662500552573486,19.0621,17.60397,16.84138,16.43709,16.17299,GALAXY,0.07003067
1237665570916336284,19.20233,18.07962,17.72836,17.58322,17.53354,STAR,-0.0001856504
1237665570379399524,17.10012,15.39469,14.81402,14.61647,14.51962,STAR,-3.753025E-05
1237648705677689065,18.16017,16.86312,16.2489,15.89084,15.64687,GALAXY,0.05628066
1237666210317533308,18.47417,17.35901,16.94053,16.78579,16.73071,STAR,-0.0007916794
1237662336799736522,18.25372,16.24208,15.29046,14.83489,14.4854,GALAXY,0.05014097
1237668336326934819,17.98056,17.08184,16.71866,16.54801,16.43537,GALAXY,0.01785913
1237661464385421688,18.7293,17.46067,16.99616,16.7215,16.53236,GALAXY,0.05463311
1237659152614162541,17.95531,16.98119,16.68416,16.56174,16.51976,STAR,-0.0005282983
1237662303527436386,18.69275,18.5575,18.47204,18.26935,17.99678,QSO,2.138081
1237662225704878196,19.28128,19.2048,18.87472,18.79804,18.8823,QSO,1.138059
1237662303527436411,18.92072,17.9724,17.67869,17.56742,17.53888,STAR,-0.0004450564
1237662505376350496,18.63148,16.69983,15.73121,15.18268,14.80324,GALAXY,0.05619607
1237665567158370588,17.13883,16.2172,15.88333,15.75164,15.69858,STAR,-2.999651E-05
1237668310021701764,18.93573,18.24319,18.05423,17.82166,17.88259,QSO,0.6512133
1237662638525448818,19.09394,17.00696,15.89179,15.43892,15.04609,GALAXY,0.1285309
1237662302453563624,17.67377,16.76839,16.40633,16.25945,16.206,STAR,-0.0007837146
1237665548904169898,19.57463,18.48497,17.83039,17.48055,17.2702,GALAXY,0.1392947
1237665548904169620,18.1626,17.28534,16.98266,16.85122,16.82457,STAR,0.0001505543
1237661463311483163,19.36961,19.22832,19.00469,19.01821,19.15519,QSO,1.20382
1237668272454304198,19.35331,17.79202,17.05025,16.66172,16.38637,GALAXY,0.09904113
1237668367464727110,18.97179,17.20875,16.32127,15.9002,15.56552,GALAXY,0.05019584
1237668270843625675,17.81066,16.85921,16.59026,16.48422,16.44051,STAR,-0.000193072
1237668367464726916,19.53601,17.53197,16.47799,16.0015,15.62472,GALAXY,0.09612146
1237666211391406573,17.86354,16.04265,15.24953,14.90145,14.7032,STAR,-0.0004940904
1237662303527239744,18.53171,18.22005,17.76094,17.41883,17.39153,QSO,0.2088665
1237655550205428082,19.25047,17.92141,18.00258,18.06621,18.02185,STAR,-0.0003444086
1237662238029251124,19.23345,17.37615,16.56623,16.22606,16.0309,STAR,-0.0002969583
1237668348686172373,17.85817,16.78731,16.42673,16.29648,16.2637,STAR,-0.0002207405
1237668311632183671,19.45084,18.17934,17.6927,17.37903,17.15784,GALAXY,0.09234834
1237662474237444738,19.15632,17.86281,17.28288,17.02201,16.91858,STAR,-0.0006555904
1237648705140490840,19.10916,17.76224,17.17247,16.81329,16.56381,GALAXY,0.05601535
1237666227495436319,18.97348,17.19411,16.53258,16.28381,16.1664,STAR,-0.0001273056
1237662335188729967,19.20961,18.90673,18.75108,18.50299,18.56526,QSO,1.564527
1237666211391341037,16.6232,15.45057,14.99872,14.82902,14.75727,STAR,-0.0003543247
1237662636914507992,15.81294,16.19023,16.65469,16.99303,17.30664,STAR,5.829313E-05
1237668348686106986,19.5986,18.45238,17.77254,17.36273,17.11925,GALAXY,0.1209686
1237648675605905957,19.38903,18.33714,17.6864,17.27947,17.02616,GALAXY,0.1327327
1237661464921964735,18.11874,17.08487,16.6781,16.52353,16.47202,STAR,-0.0003091467
1237655551815844393,17.3448,15.98314,15.38248,15.0437,14.82145,GALAXY,0.04500497
1237666211391144365,18.36242,17.32506,16.95897,16.82463,16.75978,STAR,-0.0003385755
1237666229106967313,19.41634,18.2949,18.06354,17.99929,18.00227,STAR,-0.0004296664
1237662238029054257,18.81753,17.45736,16.88335,16.6625,16.54082,STAR,-7.072681E-05
1237662199364714663,17.87712,16.81807,16.69737,16.67951,16.68908,STAR,0.0002519136
1237648675068969108,18.98141,17.65929,17.21067,17.04889,17.00209,STAR,-7.840292E-05
1237661464921899164,18.62048,17.28238,16.71722,16.52072,16.42387,STAR,-0.0002771866
1237668366390657103,18.17403,17.20876,16.8372,16.6939,16.64678,STAR,-0.0002237736
1237668311095116010,18.42351,17.08029,16.55673,16.26323,16.0813,GALAXY,0.03368294
1237662666965844128,17.98756,17.94606,18.15606,18.2885,18.46071,STAR,-0.0002766298
1237661465458704954,19.11489,17.12669,16.18703,15.76093,15.44148,GALAXY,0.07852446
1237666211390947386,18.53336,17.09684,16.51774,16.31004,16.18575,STAR,6.031248E-05
1237665441001111884,19.06961,17.87681,17.41346,17.06178,16.87506,GALAXY,0.08057937
1237668311095050662,18.80847,17.42967,16.50732,15.94771,15.56705,GALAXY,0.1285425
1237662301916234019,18.54182,17.10937,16.5469,16.24163,16.23028,STAR,-7.861198E-05
1237666211928015122,16.4295,15.44609,15.11721,14.9937,14.96275,STAR,-0.0009348243
1237668651464000244,19.39713,18.29134,17.57368,17.19476,16.87349,GALAXY,0.114028
1237665532263203215,19.35926,19.61026,19.61366,19.47737,19.17108,QSO,0.9781212
1237662475311055289,19.54143,17.78484,16.88048,16.44027,16.13511,GALAXY,0.1328261
1237661950817141121,19.54134,17.49513,16.51753,16.04777,15.69482,GALAXY,0.08333023
1237668271380103689,18.32896,16.82664,16.16071,15.7521,15.45973,GALAXY,0.08925354
1237661463311089750,18.65681,17.61512,17.23831,17.08582,17.02873,STAR,-0.0009047831
1237662198827647485,19.21103,18.08544,17.71622,17.4981,17.46336,GALAXY,0.06820463
1237668651463934282,16.29371,15.11997,14.63953,14.40615,14.37002,GALAXY,0.006999131
1237655743490163195,19.41317,18.19453,17.64159,17.42894,17.36268,STAR,-0.0003002296
1237648675068772659,17.88025,17.73751,18.04885,18.32398,18.52942,STAR,-0.0005227363
1237655471828763410,19.28016,17.33433,16.29056,15.82529,15.47239,GALAXY,0.1060553
1237668337400086917,17.9854,16.80633,16.32438,16.08502,15.96566,GALAXY,0.01658745
1237648675068773033,19.03113,17.93515,17.49739,17.15799,16.99095,GALAXY,0.08187652
1237666210853552346,16.51567,15.41004,15.2135,15.18199,15.19548,STAR,0.0002131869
1237662637987987577,19.52824,18.02222,17.51135,17.18516,17.0105,GALAXY,0.04861944
1237662666428776765,17.94831,16.81627,16.49731,16.23653,16.11551,GALAXY,0.05553983
1237662642273976478,17.60832,15.90871,15.24866,14.98097,14.85662,STAR,-6.174858E-05
1237662301379166788,18.26134,16.26172,15.32396,14.87941,14.53585,GALAXY,0.03644602
1237665107043418517,17.86376,16.38602,15.61468,15.19197,14.85473,GALAXY,0.0248626
1237665536008519747,17.68184,16.72117,16.43236,16.31638,16.2992,STAR,-0.0003074569
1237648702992614132,19.56282,18.42853,17.73198,17.29153,17.09009,GALAXY,0.167857
1237662665891840452,19.07939,17.07726,16.11457,15.65574,15.30306,GALAXY,0.0818368
1237655742953160907,17.63972,16.66932,16.2969,16.14661,16.08585,STAR,-0.0001824267
1237662267543978279,18.20325,17.23931,16.95281,16.83992,16.79981,STAR,-0.0001016277
1237665372800286851,18.34629,17.26299,17.03132,16.98377,17.00661,STAR,-7.737648E-05
1237662636914114751,19.0668,17.92582,17.7403,17.68422,17.72484,STAR,-0.0002886669
1237648705140031724,18.0879,16.34101,15.56168,15.24772,14.84226,GALAXY,0.081332
1237668310021046372,18.11188,18.21535,18.55097,18.82578,19.12763,QSO,1.235381
1237662336798949688,19.29446,18.0616,17.9271,17.89116,17.83507,STAR,-0.0002295099
1237662262718628396,19.0936,18.00546,17.91138,17.89562,17.93112,STAR,-0.0007918876
1237661464384635137,18.05002,16.63264,16.02559,15.74249,15.61855,STAR,-0.0003340215
1237668336863019451,17.34011,16.11855,15.64113,15.39956,15.34514,GALAXY,0.01639223
1237662264866111954,17.61622,15.64976,14.76758,14.34362,14.01917,GALAXY,0.03934466
1237662637450985632,17.5444,16.45147,16.31813,16.27907,16.30543,STAR,-0.0007064623
1237662268617654841,19.55836,18.19122,17.61629,17.39093,17.25982,STAR,-2.527408E-05
1237668311631659329,19.30116,17.56784,16.69178,16.24628,15.91595,GALAXY,0.09419625
1237662637450985622,17.97918,16.76587,16.70585,16.69885,16.71918,STAR,-0.0003186563
1237662200438128653,19.13751,18.77555,18.6951,18.79952,18.71408,QSO,0.8027703
1237648674531705268,19.3243,17.92082,17.45204,17.1862,17.06619,GALAXY,0.04449686
1237651250988843847,19.53284,18.4744,18.31499,18.27813,18.27707,STAR,-0.0003477338
1237648703529353626,19.48372,17.9773,17.27134,16.87289,16.60576,GALAXY,0.05949812
1237659119878078996,19.21376,17.47366,16.89916,16.68198,16.70305,STAR,-3.995857E-05
1237662226240962884,19.40645,18.41003,18.07782,17.93925,17.85933,STAR,-0.0009836373
1237655130385416359,18.63788,16.94428,16.38825,16.22256,16.17603,STAR,-0.0001065592
1237662302452777100,18.67205,17.34243,16.8847,16.71401,16.67443,STAR,-7.827579E-05
1237671690155786645,19.23916,18.19481,17.81586,17.59401,17.46202,GALAXY,0.05010805
1237665441537589563,19.2098,18.8261,18.92886,19.10771,19.25571,STAR,3.430735E-05
1237662238028595631,19.37126,18.29006,17.85271,17.52785,17.43209,GALAXY,0.06180144
1237661464921374966,19.10678,17.52023,16.80827,16.54579,16.38321,STAR,-0.0003271103
1237662264329110047,19.19295,17.83711,17.25191,16.98985,16.96104,STAR,0.0003979755
1237648704603030007,19.5716,17.82394,16.81753,16.27713,15.84192,GALAXY,0.1069128
1237668366390198617,19.19048,17.87403,17.31623,16.95769,16.72197,GALAXY,0.05068085
1237648675605315758,18.42238,18.22688,18.16234,18.02632,17.98409,QSO,1.92721
1237662474773725740,19.48499,18.45749,18.09908,17.97096,18.21877,STAR,-0.0005173681
1237662198827319729,18.91854,16.98581,16.09498,15.68296,15.34031,GALAXY,0.04173398
1237662269154394387,19.16392,17.90929,17.60429,17.48681,17.44224,STAR,-0.000724546
1237655742952898769,18.35372,16.94638,16.38669,16.19905,16.11195,STAR,-0.0001794178
1237662238028530378,19.44827,19.77659,20.28135,20.60864,21.73421,STAR,-0.001077306
1237655474512920649,17.43918,16.35629,15.98962,15.85851,15.81601,STAR,-0.0001422732
1237662267543716041,17.72059,15.94378,15.27007,15.02989,14.92575,STAR,-4.919477E-05
1237662501088395669,19.2153,18.03034,17.59509,17.45417,17.39408,STAR,-0.000258184
1237662301378904114,18.19196,17.14734,16.8013,16.66215,16.65884,STAR,7.863007E-05
1237668271916581051,17.28884,16.06246,16.03965,16.09505,16.17576,STAR,1.273453E-05
1237662267006844934,18.42218,17.47412,17.08851,16.929,16.87559,STAR,-0.0001817325
1237662635840111197,18.74598,17.35768,16.8723,16.60018,16.39006,STAR,-0.0001864799
1237662238028464597,19.36903,18.27875,17.66221,17.48613,17.41445,STAR,8.069509E-05
1237662337872494732,17.01254,15.84043,15.61573,15.55079,15.56084,STAR,-0.0001954369
1237665441537458411,18.73065,18.10407,18.08372,17.98649,17.92406,GALAXY,0.05083334
1237662262718365716,17.64345,16.58206,16.03177,15.67548,15.45597,GALAXY,0.07412146
1237665441537458410,18.74914,18.04221,17.91418,17.74799,17.68866,GALAXY,0.05083069
1237668333112066232,18.03476,17.79759,17.56204,17.6263,17.0425,QSO,0.3306686
1237662474773594614,19.15933,17.92574,17.04386,16.60093,16.27778,GALAXY,0.1678733
1237665565009772874,18.43262,16.68324,15.85177,15.4618,15.15095,GALAXY,0.03232853
1237662264328913322,19.3299,19.1474,18.95899,19.05397,19.14321,QSO,0.9817965
1237668271379579241,19.38306,18.44602,18.09907,17.97504,17.95084,STAR,-0.000364108
1237665549439992243,17.92125,16.46326,15.78389,15.40788,15.09661,GALAXY,0.02908492
1237662263792042117,18.26782,18.21173,17.99904,17.99679,18.09101,QSO,1.231841
1237651250451644667,19.01989,17.81417,18.05356,18.21005,18.33328,STAR,-0.0007001605
1237661465458114639,18.57243,16.95625,16.25273,15.96246,15.79082,STAR,-0.0006046891
1237662474236658163,19.48963,18.49822,18.14978,18.04157,17.99163,STAR,-0.0003723032
1237662300841836627,17.6937,16.09685,15.49322,15.2562,15.13931,STAR,7.480558E-05
1237662303526322279,16.9552,16.00184,16.25113,16.4561,16.58495,STAR,-0.0005495012
1237665441000456659,19.18632,17.9473,17.21941,16.84895,16.65406,GALAXY,0.1232595
1237668348685255110,18.18457,17.21137,16.75154,16.32637,16.21211,GALAXY,0.08158895
1237655744563314847,18.96628,17.50562,16.95751,16.76618,16.65575,STAR,-0.0001848433
1237661386013147329,16.46254,15.2926,15.07404,15.02247,15.06099,STAR,7.423708E-05
1237668365853065235,19.55516,18.31701,17.74469,17.46793,17.27567,GALAXY,0.03282185
1237662302452449382,17.51168,17.64924,18.1094,18.44623,18.80272,STAR,0.0001704366
1237651735784128646,19.11447,17.55954,16.82091,16.42092,16.08586,GALAXY,0.06875241
1237661465994920113,18.77992,17.13217,16.53511,16.32381,16.2418,STAR,-4.019584E-05
1237662268617261313,18.69075,17.82107,17.51272,17.37667,17.32314,STAR,-0.0001834139
1237655742415831464,19.33443,17.45853,16.70731,16.43827,16.28753,STAR,-1.138943E-05
1237662475310334121,18.31744,17.24127,17.08195,17.02401,17.04899,STAR,-0.0006482686
1237662337335361712,19.00406,16.36192,15.03862,14.46572,14.14468,STAR,-1.517312E-05
1237662301378576596,18.96886,17.67843,17.16646,16.94384,16.84918,STAR,5.371059E-05
1237655742415765626,18.73912,17.6341,17.11723,16.87145,16.72701,STAR,0.0001688449
1237662264865653004,17.91385,16.62017,16.07097,15.85973,16.01287,STAR,-0.0001291007
1237661949742678390,19.50383,17.83207,16.7704,16.28635,15.91446,GALAXY,0.1464724
1237662238565138962,19.14561,18.11514,17.48995,17.13696,17.00844,GALAXY,0.1576823
1237662336798491038,18.1883,16.72563,16.08453,15.57606,15.27958,GALAXY,0.03212975
1237661464921047249,18.25418,17.02146,16.56543,16.38838,16.32974,STAR,-0.0005123271
1237662268617195846,18.91173,17.64657,17.07038,16.82416,16.66155,STAR,-0.000927658
1237665442074132939,17.97144,16.47135,15.76458,15.36756,15.06627,GALAXY,0.08256886
1237665441537262008,17.95429,16.78587,16.22252,15.8303,15.59696,GALAXY,0.07251602
1237662337872298023,19.51682,19.07682,18.79618,18.66376,18.6352,STAR,-0.000521478
1237662306741846193,18.09377,17.86942,17.68907,17.35091,17.22985,QSO,1.726794
1237662638524268740,18.69654,17.51058,17.4979,17.54258,17.55686,STAR,-0.0001143225
1237661464920981714,16.2449,15.06926,14.51998,14.58526,14.15616,STAR,-0.0003167636
1237662263254974919,19.26774,18.75019,18.59672,18.57234,18.62245,STAR,3.956524E-05
1237655743489441872,18.67718,17.71362,17.39085,17.26425,17.22012,STAR,7.614557E-05
1237662268617130277,17.20427,16.28265,15.98673,15.87421,15.84292,STAR,-0.0004416306
1237668365852934251,19.16935,17.40518,16.49795,15.95601,15.51161,GALAXY,0.03532706
1237662335724617932,19.40321,18.08172,17.49748,17.08508,16.87721,GALAXY,0.08930868
1237662263791845560,16.58752,15.54706,15.34867,15.30396,15.30805,STAR,-0.0001474508
1237648704065765519,17.68837,16.35257,15.77519,15.51261,15.37285,STAR,-0.0005804657
1237666211389309237,18.81624,17.77744,17.24907,17.02662,16.92711,STAR,-0.0003979918
1237665537618542642,17.10067,16.15168,15.86135,15.73715,15.69258,STAR,-0.0003471382
1237662199363797059,17.991,17.72341,17.70482,17.79353,17.92617,STAR,0.003827048
1237666211389112653,18.63427,17.67833,17.35104,17.244,17.18889,STAR,-0.0005178273
1237662267006452224,19.36431,17.79692,17.16668,16.93825,16.82633,STAR,4.571135E-05
1237665230523662566,18.29891,16.27582,15.36005,14.91321,14.58818,GALAXY,0.08978208
1237655745099989527,19.01646,17.1454,16.18558,15.67366,15.27131,GALAXY,0.05334271
1237662335724552683,19.4934,18.19962,17.65635,17.5167,17.32282,STAR,-0.0004487752
1237662336261488658,18.35816,16.86442,16.20199,15.90137,15.74326,STAR,1.529542E-05
1237662197753119027,18.05725,16.04407,15.20494,14.86304,14.6532,STAR,-0.0001152034
1237668337399234896,18.09678,16.48517,15.68075,15.25667,14.90824,GALAXY,0.03409881
1237662640125641037,18.88534,17.59909,17.28051,17.02808,16.99706,GALAXY,0.03089863
1237662698652631046,17.03552,16.1061,15.72608,15.56876,15.49511,STAR,-3.423623E-05
1237662263254843549,18.17037,17.11057,16.68077,16.51391,16.44867,STAR,-0.0003769804
1237662267543257300,18.95805,17.96291,17.53755,17.37542,17.28988,STAR,-0.0004738877
1237668650389406209,18.92583,16.98975,15.98571,15.51192,15.12633,GALAXY,0.05604086
1237662663758446849,19.58418,17.99805,17.23533,16.83009,16.55141,GALAXY,0.05953975
1237655502427980071,18.8851,18.78608,18.33473,18.03334,17.6893,QSO,0.2604021
1237655502964851279,18.72401,17.10656,16.21314,15.75675,15.39408,GALAXY,0.105404
1237671691765809625,19.32926,19.0056,18.98989,18.98553,18.86944,QSO,0.7041759
1237665532262285593,19.2118,18.26737,18.19016,18.17049,18.21241,STAR,-0.001047371
1237665536544604333,18.43207,17.19506,16.77515,16.87622,16.54911,STAR,-0.0002070134
1237668271916056750,18.84446,18.2403,18.11104,18.09678,18.75779,QSO,2.364341
1237655502427915018,19.28493,17.72303,17.16449,16.99872,16.84977,STAR,-0.0001971201
1237662474236264633,18.43091,17.45304,17.1983,17.0658,17.0633,STAR,-0.0007226742
1237665531188478111,15.79474,14.25464,13.42061,12.98538,12.65578,GALAXY,0.02981878
1237648704602440026,18.97694,16.97845,15.96939,15.4558,15.049,GALAXY,0.06175597
