objid,u,g,r,i,z,class,redshift
1237668332037144897,19.15141,16.9802,15.97385,15.53923,15.16045,GALAXY,0.09316391
1237662225702649973,19.16042,18.70359,18.70785,18.90334,18.76192,QSO,0.7115742
1237662500550148460,19.47462,18.26513,17.91205,17.70712,17.5621,GALAXY,0.03455812
1237662301914464326,19.53136,18.60215,18.27091,18.16551,18.17527,STAR,-0.0003799624
1237662268616147168,16.39716,15.2153,15.41163,15.59162,15.66929,STAR,0.0003900737
1237662336260571150,16.9544,15.6349,15.17574,15.01229,14.95313,STAR,-9.542159E-05
1237668272989077546,19.26776,18.41506,18.06539,17.91306,17.89947,STAR,0.0001367861
1237662237490348354,18.71172,17.25591,16.60538,16.2679,16.04259,GALAXY,0.05082164
1237659153148740057,19.37687,19.07457,19.01105,18.70765,18.5013,QSO,0.4670244
1237665566619271445,19.36127,17.89316,17.14077,16.75289,16.45291,GALAXY,0.03018128
1237662641735467098,17.04831,17.02957,17.46278,17.76137,18.10346,STAR,-0.0003155355
1237662335723635519,19.38891,18.0425,17.56525,17.4109,17.14097,GALAXY,0.03777499
1237665549975683169,18.59995,16.72461,16.04022,15.8465,15.74027,STAR,-0.0001013175
1237662503763312952,19.30919,17.87901,17.06782,16.6671,16.39809,GALAXY,0.1237324
1237668272452141091,18.81729,17.57756,17.0419,17.17283,16.85056,GALAXY,0.06434
1237662268616147274,19.49819,18.32073,17.75381,17.41464,17.20847,GALAXY,0.05413253
1237662340553638104,19.3582,17.5846,16.65681,16.22725,15.90482,GALAXY,0.08750633
1237662267005469163,19.39739,17.33039,16.36516,15.915,15.51765,GALAXY,0.05369942
1237665565545398705,18.87222,17.66314,17.06803,16.74688,16.47822,GALAXY,0.03562376
1237666209776271447,18.91212,17.32955,16.68854,16.45321,16.3329,STAR,-0.0002235576
1237662226239389811,18.70296,18.39389,18.30611,18.38532,18.28105,QSO,0.8140835
1237659119876571564,19.51773,18.36403,17.75331,17.38556,17.13609,GALAXY,0.0887053
1237662661609914750,19.36339,19.07633,18.65675,18.31333,18.19149,QSO,0.2147283
1237655501890125871,18.78568,18.6499,18.40689,18.38192,18.42547,QSO,1.186638
1237665549975617547,18.07328,16.66057,16.00329,15.73831,15.58316,STAR,7.0844E-05
1237659120413376663,16.91385,15.61882,15.74288,15.84793,15.91149,STAR,-0.0007866838
1237661388159451489,16.64226,15.5779,15.20955,15.04692,15.0085,STAR,-0.0005933359
1237655744025198925,18.91739,17.41391,16.6543,16.23502,15.96521,GALAXY,0.09147063
1237662662146785663,19.12479,17.96195,17.47447,17.17854,17.03137,GALAXY,0.08235124
1237662640124592680,18.78916,16.67603,15.62624,15.18069,14.80299,GALAXY,0.09705611
1237665532798173351,16.90177,15.73348,15.20257,15.00435,14.87801,STAR,-0.000276029
1237659153148608934,19.58056,18.0712,17.40262,17.11611,16.95054,STAR,-0.0008890121
1237662224628646180,19.44134,17.72065,16.838,16.4392,16.14484,GALAXY,0.08716377
1237662474235281507,16.98203,15.69788,15.54535,15.51263,15.51541,STAR,-0.0002949882
1237666227491766430,19.01158,16.87231,16.01306,15.70121,15.53082,STAR,-0.0001846617
1237662663757398437,18.77061,17.60835,16.90386,16.45869,16.17455,GALAXY,0.09582729
1237671690154148006,18.29737,17.16582,17.04643,17.01911,17.02957,STAR,-0.000294718
1237671934972789279,19.29859,18.20341,18.08501,18.04847,18.09613,STAR,-0.001000285
1237666226417565943,18.88438,17.778,17.45938,17.34218,17.3219,STAR,0.0002276646
1237662264327471560,19.56811,18.21484,17.36244,16.91716,16.60614,GALAXY,0.1629055
1237662264327536892,19.50504,17.80395,16.84302,16.39345,16.02913,GALAXY,0.1334913
1237666209776009689,19.45651,17.50045,16.68628,16.32999,16.15953,STAR,-7.603023E-05
1237654880747585596,18.37423,17.29352,16.82283,16.58496,16.46513,STAR,0.0003213833
1237668367999238517,18.66631,16.89487,15.99455,15.54837,15.19629,GALAXY,0.06209619
1237665566082072618,19.35228,18.28643,17.83814,17.61974,17.40146,GALAXY,0.04071582
1237662337870922032,18.98219,17.89157,17.38369,16.99228,16.82654,GALAXY,0.1024714
1237661388159320295,17.88163,16.69175,16.25323,16.07351,15.94802,STAR,-0.0003073292
1237662264864342320,17.43511,16.23621,15.65912,15.32861,15.09954,GALAXY,0.04520189
1237665429183660163,16.23074,15.10895,15.33586,15.50284,15.61358,STAR,-0.0005862344
1237662667500618127,18.61421,16.6258,15.70833,15.27782,14.92681,GALAXY,0.06162126
1237661388696256529,17.66455,16.52366,16.07412,15.88425,15.81997,STAR,-0.0001700287
1237665533334913031,18.50822,18.21259,18.52415,18.73861,18.98879,STAR,-7.752815E-05
1237662264327405931,19.34657,17.40315,16.49232,16.057,15.70634,GALAXY,0.06703748
1237662264327405939,17.7786,15.71819,14.77691,14.34203,14.03243,GALAXY,0.06701431
1237662301914071333,16.92677,15.86656,15.52006,15.24233,15.10379,GALAXY,0.04616329
1237662503763050704,18.43613,16.94856,16.41085,16.04015,15.82975,GALAXY,0.04619762
1237661386011640024,18.84072,18.52573,18.39572,18.11067,18.04162,QSO,1.872559
1237668366925300105,19.36005,18.25603,17.84192,17.62118,17.44364,GALAXY,0.04068072
1237655129846645036,17.73449,16.02877,15.35283,15.10368,14.98688,STAR,-0.0005116579
1237662224628384487,19.05811,17.99919,17.62982,17.43664,17.31538,GALAXY,0.03594621
1237659325498327419,18.26908,16.79586,16.13085,15.79296,15.50786,GALAXY,0.03076444
1237659153148346804,18.23498,17.20672,16.73998,16.47992,16.28804,GALAXY,0.03392733
1237665566618812630,19.48967,17.84398,16.94696,16.53716,16.22168,GALAXY,0.09568651
1237662666426744844,17.02191,14.97453,14.09285,13.60259,13.36501,GALAXY,0.0385124
1237648704064389476,19.25228,17.34267,16.42358,15.91658,15.53775,GALAXY,0.07776588
1237662301914071052,19.4955,17.58892,16.66537,16.15656,15.87408,GALAXY,0.05882626
1237665533334847836,19.32079,17.70765,17.05213,16.79544,16.64901,STAR,-0.0003407223
1237668349757489518,19.35424,17.53518,16.62285,16.1755,15.83529,GALAXY,0.1042959
1237671690690822193,19.26133,17.84782,17.28684,17.05554,16.94755,STAR,-0.0001976679
1237665565545005193,19.04897,18.22784,17.93297,17.52422,17.10947,QSO,0.4409599
1237671692301435145,19.31972,17.93997,17.52246,17.25584,17.13926,GALAXY,0.03739591
1237655373579288924,19.20936,17.07975,16.13853,15.6929,15.34298,GALAXY,0.07525873
1237661388159123665,19.12964,18.07824,17.6738,17.48195,17.41546,STAR,-0.0002830276
1237668333110362374,19.31924,18.04912,17.19503,16.81922,16.63331,STAR,-0.0003141423
1237665442072559765,18.30679,17.27596,16.90446,16.78623,16.72453,STAR,-0.000229608
1237668331499684244,19.2367,17.67608,16.90495,16.44461,16.12365,GALAXY,0.07185274
1237665536543293777,18.83238,17.48695,17.15912,16.97816,16.94184,GALAXY,0.03613401
1237662264327274738,19.4525,18.55096,18.58946,17.99625,17.89329,STAR,-0.0003463756
1237662198825484409,18.88246,18.97413,19.3511,19.70041,19.981,STAR,-0.0001023269
1237671690153820492,18.65925,17.36597,16.79372,16.41726,16.19991,GALAXY,0.09021889
1237662635838275838,18.36503,18.24056,18.04494,17.77404,17.90828,QSO,0.2201231
1237662637985825093,19.50489,18.59425,18.30903,18.18363,18.1357,STAR,-0.0002735129
1237665566081810830,19.11273,17.42375,16.63742,16.24678,15.92481,GALAXY,0.04118606
1237665428646527111,19.3223,17.09151,16.09847,15.5936,15.32102,GALAXY,0.1049005
1237671690153820262,17.51825,16.57043,16.30268,16.17764,16.15671,STAR,-0.0003679563
1237668367998910920,18.08243,17.12443,16.79295,16.57332,16.50153,GALAXY,0.04026798
1237655374116094222,18.41416,18.41779,17.96884,17.96601,17.97095,QSO,1.328999
1237665532797780600,19.34044,17.74257,17.16736,16.95228,16.8705,STAR,-0.0003036717
1237662696503640115,18.78079,18.62231,18.51848,18.53326,18.10564,QSO,0.362236
1237655743487934515,17.87571,16.96839,16.62072,16.50016,16.44411,STAR,0.0001458935
1237665532797780271,18.47766,17.34606,16.87645,16.66284,16.57625,STAR,-0.0003189844
1237654880210387301,19.54343,18.1927,17.49425,17.05206,16.82434,GALAXY,0.1143579
1237651252060618895,18.24866,17.33558,17.02868,16.91228,16.86991,STAR,-8.355407E-05
1237665428109590636,18.7755,17.46267,16.96096,16.75715,16.66269,STAR,-5.09388E-05
1237665567692423517,18.28912,16.64205,15.89585,15.50116,15.24405,GALAXY,0.03906994
1237668271377809539,18.57066,17.55203,17.22584,17.07727,17.05896,STAR,-2.077871E-05
1237662701874774635,19.39415,17.23878,16.19261,15.71231,15.30528,GALAXY,0.1031122
1237655374116028986,18.73024,17.8876,17.65852,17.36536,17.3573,GALAXY,0.06702442
1237661388695929013,18.10852,16.72143,16.15809,15.93567,15.85435,STAR,-6.109594E-06
1237662533824217168,18.23493,18.20429,18.12575,17.82261,17.80557,QSO,1.804154
1237654952674525395,18.42978,16.19135,15.22101,14.72565,14.3996,GALAXY,0.07939655
1237662306203336767,19.48008,18.99253,19.20679,19.42811,19.6445,STAR,-0.0001151609
1237665567692423479,19.36834,18.17786,17.67882,17.38151,17.21465,GALAXY,0.05903015
1237651822719074647,19.21726,17.20687,16.00092,15.49911,15.09217,GALAXY,0.1407111
1237662638522630441,19.09372,17.99785,17.5799,17.32109,17.21362,GALAXY,0.03976479
1237661388158992422,18.73808,17.2231,16.64463,16.41528,16.31888,STAR,-0.0001247761
1237665536543162446,19.49545,19.21319,18.95577,18.97811,19.1257,QSO,0.9801921
1237665532797714514,17.5504,16.08881,14.48545,14.8602,14.20002,STAR,-0.0002294649
1237662198825353352,17.84007,16.9204,16.58093,16.45713,16.4164,STAR,-0.0002223617
1237655128772641175,19.21325,19.0155,18.71446,18.52954,18.60495,QSO,1.440795
1237662474234823124,19.33616,18.20249,17.98217,17.90853,17.92116,STAR,-0.0002825024
1237662640661004629,18.07337,16.30193,15.51165,15.08641,14.80658,GALAXY,0.06293508
1237662534361022846,19.27755,19.18709,19.04281,18.97992,19.13787,QSO,1.398374
1237665566081679717,19.53061,17.7388,16.75737,16.33481,15.98738,GALAXY,0.1058547
1237668271914615386,19.44354,18.05436,17.323,16.94042,16.63512,GALAXY,0.1239992
1237671935509267097,17.77456,15.86664,14.99077,14.55419,14.22372,GALAXY,0.04736136
1237668270840872981,18.60723,18.45259,18.52403,18.64964,18.85257,STAR,-0.003810663
1237662224091250711,18.97839,16.89256,15.97028,15.50441,15.16968,GALAXY,0.09747623
1237662302450679861,18.35327,17.35657,16.95481,16.7845,16.71442,STAR,-0.0003611649
1237662223554380118,19.55136,17.76493,16.88081,16.38758,16.03898,GALAXY,0.05671977
1237662306203206191,19.00744,17.58176,16.85969,16.45114,16.13954,GALAXY,0.09289805
1237655502426472556,15.53718,14.29378,13.89423,13.66938,13.66669,STAR,-0.0001121305
1237662642271682833,19.52387,18.19865,17.49434,17.0356,16.73005,GALAXY,0.114168
1237668336860791015,19.28338,17.62661,16.86855,16.50979,16.24305,GALAXY,0.0155356
1237662640660938851,18.09824,17.10672,16.71664,16.54875,16.49492,STAR,-0.0008817268
1237671690153623786,17.62402,16.29472,16.42353,16.52164,16.59904,STAR,-0.0006911739
1237655503500214820,19.2311,17.1911,16.1841,15.72107,15.37061,GALAXY,0.08401138
1237665231058960643,19.42306,18.38638,17.73215,17.35089,17.11441,GALAXY,0.1705458
1237665567692292192,17.13251,16.05536,15.50164,15.10842,14.94282,GALAXY,0.07365029
1237671690690494875,18.01304,16.6138,15.93967,15.56785,15.25928,GALAXY,0.03620511
1237648674529477082,19.46374,18.02827,17.40944,17.01271,16.76391,GALAXY,0.08777405
1237662696503443820,19.48452,18.5414,18.21425,18.11841,18.07909,STAR,4.573422E-09
1237655473437016632,19.4501,18.06512,17.37468,16.911,16.62687,GALAXY,0.08128916
1237668271914549601,19.10598,17.69804,17.05379,16.71701,16.50782,GALAXY,0.0718761
1237655504574021732,19.10066,18.18317,17.92053,17.82827,17.82232,STAR,-0.0008835785
1237661386548183314,16.75143,15.11962,14.43979,14.16045,14.02553,STAR,-5.746139E-05
1237659152611148133,19.24579,18.04173,17.51301,17.16721,16.93616,GALAXY,0.04397899
1237655472900145495,19.29965,18.01291,17.23139,16.76722,16.44681,GALAXY,0.1226509
1237662641734681082,19.59557,18.59777,18.22255,18.08571,17.99023,STAR,0.0001243611
1237662336796721523,18.43835,17.4416,17.05202,16.79605,16.59716,GALAXY,0.036428
1237662638522499341,19.25155,18.88568,18.89393,18.73955,18.75771,QSO,0.6705613
1237655373042090070,19.10606,18.14455,17.80521,17.65889,17.60503,STAR,-0.0005267002
1237671692301107687,19.28348,17.7912,17.20402,16.85209,16.6326,GALAXY,0.08437166
1237671690153623569,17.94988,16.79613,16.49159,16.39115,16.37596,STAR,-0.0003340496
1237662640660873586,18.42218,16.61096,15.78267,15.39093,15.08971,GALAXY,0.06297565
1237665567692227164,17.444,15.55921,14.68287,14.25642,13.94874,GALAXY,0.04415566
1237666209238221167,19.53704,17.37334,16.3411,15.89552,15.49066,GALAXY,0.1032397
1237665536006160620,18.54828,17.08796,16.40296,16.02355,15.7065,GALAXY,0.08493466
1237662300839870485,18.78835,16.70574,15.66008,15.19432,14.80908,GALAXY,0.1020683
1237665429183136064,19.54548,18.28897,17.77583,17.43774,17.38778,GALAXY,0.08311923
1237665535469224033,18.69948,17.21207,16.60031,16.3656,16.26554,STAR,-0.0002027873
1237662636911820808,16.15077,14.83046,14.90497,15.00385,15.05856,STAR,-0.000462969
1237662264863818148,19.57185,18.32824,17.65155,17.24547,17.01414,GALAXY,0.1015905
1237662663756808521,18.63702,17.30717,16.67222,16.29524,16.04819,GALAXY,0.06005766
1237671691227300270,18.7384,17.70447,17.2163,16.91735,16.7728,GALAXY,0.05014856
1237662264863818136,18.26948,17.00741,16.42207,16.07343,15.79843,GALAXY,0.0394011
1237665231058829711,18.8806,17.31283,16.56451,16.19637,15.95133,GALAXY,0.0315559
1237665567692226996,17.14311,15.86078,15.21047,14.82693,14.57271,GALAXY,0.04380119
1237662663219937321,17.90446,17.7032,17.54621,17.55354,17.45696,QSO,0.8851066
1237665102223638931,18.35874,17.39311,16.79611,16.44408,16.30452,GALAXY,0.1261275
1237662264863818117,17.4368,16.38361,16.00036,15.7255,15.53079,GALAXY,0.03923943
1237662662683001250,19.43988,17.92431,16.98769,16.55657,16.26755,GALAXY,0.142403
1237662474234626141,18.9608,17.74159,17.65406,17.64374,17.70057,STAR,-0.0002270924
1237655472363078284,19.05497,17.65758,16.98177,16.61579,16.34809,GALAXY,0.07118446
1237668365314228282,19.42172,18.07526,17.44587,17.10826,16.86628,GALAXY,0.140987
1237665567692161108,18.72049,17.82969,17.4957,17.35572,17.35234,STAR,-8.998156E-05
1237661463308468708,19.31809,18.11305,17.37092,16.9363,16.71,GALAXY,0.1305079
1237655129846186386,19.12961,17.505,16.69446,16.29303,16.01552,GALAXY,0.08444273
1237671692301041696,18.80536,16.84455,15.87109,15.43852,15.11394,GALAXY,0.09216735
1237662337870332248,19.47992,18.25857,17.59792,17.19025,17.00623,GALAXY,0.1375784
1237662697040183529,19.11892,17.30937,16.46474,16.03664,15.72457,GALAXY,0.03430723
1237668730919584111,18.29929,16.39261,15.55801,15.2143,15.00791,STAR,-2.448792E-05
1237662301376610789,19.12225,17.89954,17.43987,17.18968,17.14546,GALAXY,0.04581097
1237668732530131345,15.46984,15.07879,15.28671,15.48503,15.66335,STAR,-3.481557E-05
1237661464919081286,18.7434,17.35383,16.76263,16.45274,16.20577,GALAXY,0.06415805
1237655502963081432,18.83139,17.12803,16.29152,15.83069,15.48323,GALAXY,0.02950482
1237665571449864416,17.80838,16.49876,16.69152,16.84736,16.91518,STAR,-0.0009731307
1237665102223507763,18.41647,16.31489,15.28664,14.83113,14.4508,GALAXY,0.08605015
1237671936582812149,18.09501,16.20052,15.35199,14.94961,14.62857,GALAXY,0
1237665532260516202,18.9133,16.73983,15.61441,15.15996,14.82771,GALAXY,0.1353663
1237662641734484448,19.52848,19.32058,19.18788,18.98667,18.80565,QSO,2.016665
1237665582725988609,17.15184,15.63503,15.09801,14.90958,14.84388,STAR,-0.0001622457
1237648721792729473,18.90565,17.18447,16.41473,16.03515,15.73478,GALAXY,0.03211204
1237651822718812367,18.9903,18.42773,18.09515,17.66436,17.55717,QSO,1.789153
1237651736855773218,17.87134,16.86152,16.48896,16.34941,16.30727,STAR,1.069517E-05
1237668730919649764,17.0563,15.21788,14.41761,14.09227,13.93084,STAR,1.835018E-05
1237665442072100951,19.14317,17.76094,17.14031,16.78122,16.52355,GALAXY,0.0397665
1237662637448495521,18.76816,17.81045,17.4491,17.28275,17.12365,GALAXY,0.03620661
1237665530649837636,16.60446,15.74227,15.29787,15.02184,14.81015,GALAXY,0.03357365
1237662667499897248,17.55622,16.2384,15.59404,15.21751,14.95977,GALAXY,0.05820031
1237665549437894891,19.07022,17.27673,16.43331,16.0387,15.71574,GALAXY,0.03733293
1237671690690232525,19.20641,18.28484,18.02109,17.90109,17.87996,STAR,-0.0009361202
1237668336323592595,18.89322,17.78839,17.16511,16.72712,16.51502,GALAXY,0.09360106
1237668354040922418,18.24074,17.35104,16.99805,16.85391,16.79531,STAR,-0.0003510816
1237655693020627266,19.24619,19.02888,18.64549,18.58321,18.25679,QSO,0.2763042
1237665531186643461,19.28518,18.28548,17.70278,17.33901,17.14645,GALAXY,0.1125868
1237654880746799211,18.767,18.51197,18.20249,18.21247,18.2084,QSO,1.016611
1237665549437829165,18.67987,19.0865,18.842,18.75319,18.72984,STAR,4.518928E-05
1237668311092232544,19.07895,17.81748,17.2641,16.93789,16.67335,GALAXY,0.04099026
1237662199361830985,17.16211,15.96364,16.15984,16.30609,16.40537,STAR,-0.0005948287
1237662663756546448,19.37896,17.87655,17.15786,16.74635,16.44946,GALAXY,0.06477632
1237662638522236983,18.92237,17.99641,17.68376,17.56741,17.55258,STAR,-0.0001347582
1237648705137476060,19.30535,18.37953,18.00707,17.86801,17.80169,STAR,0.0003668726
1237668732530263354,18.78685,17.5504,17.041,16.85178,16.80685,STAR,0.0002533305
1237662301376479437,18.95921,16.26225,15.64687,15.42018,15.32167,STAR,9.947733E-05
1237668354040922539,19.47364,18.56996,18.28425,18.16949,18.12086,STAR,-0.0005428325
1237662503762264548,18.93652,17.05441,16.20387,15.78962,15.44756,GALAXY,0.0526498
1237668367461515818,18.69696,17.64865,17.44286,17.31948,17.20005,GALAXY,0
1237665549437763999,18.33993,17.12503,16.63376,16.32148,16.13417,GALAXY,0.04543656
1237661463308271919,18.7637,17.55697,17.07969,16.78932,16.6805,GALAXY,0.05197738
1237665584873472048,18.02965,16.82079,16.98186,17.13517,17.18815,STAR,-0.001120282
1237662223553921282,18.16738,16.98683,16.46636,16.19654,15.98656,GALAXY,0.02685668
1237661950814257407,18.96755,17.12615,16.24391,15.79659,15.45585,GALAXY,0.07086808
1237662665889153198,17.62026,15.71715,14.84872,14.40727,14.08865,GALAXY,0.06482952
1237668271377285271,17.15723,16.2257,15.89952,15.78365,15.77145,STAR,-0.0005270788
1237665442071970206,18.52289,16.72127,15.89902,15.50131,15.21015,GALAXY,0.041794
1237668271377285503,19.09583,17.26472,16.40658,16.01673,15.70261,GALAXY,0.04170054
1237662662145802403,16.92716,15.08744,14.22245,13.78401,13.47448,GALAXY,0.01449045
1237665549437763586,18.65176,17.49478,17.01926,16.82266,16.7825,STAR,-0.0001373723
1237665429182808430,18.06593,16.79206,16.33669,16.05702,15.91487,GALAXY,0.03841554
1237662665889087769,18.58755,17.2822,16.73592,16.40198,16.21525,GALAXY,0.06321306
1237668353503854950,16.67422,15.51282,15.02268,14.80628,14.68649,STAR,-0.0004864584
1237655693020430505,18.69168,17.5913,17.42129,17.3945,17.35321,STAR,-4.076314E-06
1237662696502985119,19.23322,17.23034,16.28437,15.85724,15.51437,GALAXY,0.08412984
1237665534931960314,18.28056,16.53899,15.70865,15.31817,14.99532,GALAXY,0.03524733
1237662336796262894,18.70334,16.91914,16.06974,15.65726,15.33047,GALAXY,0.04486714
1237668354577662182,19.34697,18.05523,17.87399,17.8253,17.76962,STAR,-0.0005372669
1237666228027457634,18.47865,17.25984,16.72903,16.41324,16.20491,GALAXY,0.08164907
1237665440998162718,19.51849,17.87319,17.16913,16.8721,16.71679,STAR,-0.0003857166
1237662499475161192,19.04256,17.55847,16.89639,16.48859,16.22602,GALAXY,0.05994735
1237665532260319412,19.32511,18.33863,17.81903,17.48374,17.36581,GALAXY,0.1096206
1237668337934073996,19.46255,17.57524,16.71517,16.30705,15.99436,GALAXY,0.03526197
1237665534931960156,17.70814,15.75488,14.84236,14.39294,14.02148,GALAXY,0.03608898
1237665428645871660,18.05532,16.35107,15.61018,15.19556,14.86785,GALAXY,0.04078535
1237651736855576843,19.30503,18.15149,17.6727,17.48574,17.3767,GALAXY,0
1237668336860266945,18.80724,17.54753,17.01724,16.64963,16.39986,GALAXY,0.07419628
1237665429182742838,17.06243,16.04512,15.66171,15.393,15.24847,GALAXY,0.03855295
1237665566618026280,19.11871,17.99304,17.34463,16.97083,16.67874,GALAXY,0.03345047
1237662638522040573,17.567,16.30195,15.65343,15.26699,14.96976,GALAXY,0.03602464
1237662640660414641,19.11401,17.97539,17.9102,17.91605,17.93761,STAR,-0.0007570834
1237665566618026289,17.86968,16.15243,15.34618,14.95047,14.64896,GALAXY,0.03514985
1237662336796197402,18.01359,16.5777,15.98022,15.56567,15.30651,GALAXY,0.06947067
1237662503762133065,16.5632,16.78955,17.22942,17.56703,17.92575,STAR,-0.0001098958
1237648704063537244,19.01296,17.02944,16.05503,15.61104,15.24327,GALAXY,0.07805659
1237665532260188476,18.95145,17.66582,17.05844,16.70393,16.48361,GALAXY,0.03200485
1237662662145671357,19.04784,17.67667,16.92713,16.4521,16.14678,GALAXY,0.1043697
1237655470213169363,19.55249,17.46881,16.39192,15.87485,15.52565,GALAXY,0.09413439
1237655504036560912,19.06228,18.77138,18.59938,18.55247,18.60575,QSO,1.364856
1237665428645741057,18.41896,16.49904,15.61702,15.17294,14.80691,GALAXY,0.03748889
1237665442071773384,16.5377,14.72443,13.91641,13.52913,13.22736,GALAXY,0.03316662
1237665583799403380,19.31587,18.26044,17.75727,17.54255,17.45879,STAR,-0.0003255207
1237662336259260457,17.27719,15.45042,14.60457,14.17023,13.82725,GALAXY,0.04342914
1237654880746471722,19.31873,18.0541,17.45656,17.06347,16.80205,GALAXY,0.09558895
1237648722329207135,17.62226,16.14218,15.36276,14.94519,14.62673,GALAXY,0.05427069
1237661465455558993,19.03673,17.08324,16.14845,15.69327,15.34628,GALAXY,0.07030853
1237662337333002446,17.97209,16.59546,15.84882,15.40742,15.10231,GALAXY,0.07014304
1237665566617895022,19.52996,17.60319,16.58447,16.15084,15.78783,GALAXY,0.1094248
1237651735781703692,18.79125,17.78935,17.43096,17.3047,17.22084,STAR,-2.48994E-05
1237655373578371276,19.01848,18.73894,18.66084,18.46961,18.45766,QSO,1.621601
1237662641197220142,18.52684,17.24643,16.56503,16.14442,15.75922,GALAXY,0.04260436
1237671691763646836,19.59827,19.29447,19.54252,19.74225,19.90192,STAR,0.000100102
1237665101149372444,17.18903,15.99061,16.20629,16.35922,16.46425,STAR,-0.001033593
1237655502962688164,18.17544,16.95605,16.42965,16.07539,15.92345,GALAXY,0.09141649
1237655470213038536,19.27318,19.32096,18.90202,18.82888,18.79943,QSO,1.347986
1237662635837489683,19.29355,17.71149,16.82506,16.36697,16.0187,GALAXY,0.1356433
1237662224090530002,19.56948,19.22172,18.89685,18.7568,18.71962,QSO,1.323783
1237665232132047142,18.6672,16.64244,15.66194,15.20628,14.88587,GALAXY,0.08389472
1237662640123347162,19.42897,18.22133,17.437,17.01254,16.7693,GALAXY,0.1845403
1237655504573301000,17.89302,17.03524,16.75837,16.6474,16.58113,STAR,-0.000541014
1237662340552196553,18.2415,16.9326,16.31963,15.96187,15.69734,GALAXY,0.06479125
1237662641197088999,19.39118,18.2472,17.48214,17.02791,16.77879,GALAXY,0.147138
1237665565007151471,18.31148,16.45128,15.55588,15.12902,14.77878,GALAXY,0.04232771
1237665530649379140,19.58304,17.78294,16.90281,16.4684,16.15351,GALAXY,0.0898312
1237668757237268739,17.90667,16.77489,16.85489,16.97883,17.00995,STAR,-0.0002204494
1237662301912956983,18.64443,18.72551,19.13284,19.5201,19.82491,STAR,-0.0004459379
1237665532259926135,18.41257,18.28475,18.09016,18.00622,17.68587,QSO,0.3725137
1237662637447971022,18.20942,17.0867,17.03122,17.03664,17.08618,STAR,-0.0001401697
1237662264326226456,19.56174,19.30687,19.14287,18.81574,18.73191,QSO,1.601908
1237668366924185908,19.30869,19.15405,18.87764,18.91937,18.97263,QSO,0.996748
1237668333109313998,18.56927,17.42479,16.96294,16.70529,16.52908,GALAXY,0.04218072
1237659153147232449,18.48204,16.52585,15.65484,15.24091,14.89604,GALAXY,0.05645908
1237665566617763842,18.69916,18.65025,18.5366,18.34029,18.19342,QSO,1.938196
1237659119875129748,18.45553,16.27141,15.22878,14.76778,14.41915,GALAXY,0.1034402
1237662264863162702,19.31113,18.4208,18.06579,17.9298,17.88166,STAR,1.457436E-05
1237665232131916063,18.17628,16.74098,15.97608,15.54866,15.28042,GALAXY,0.08465469
1237655473436229859,18.42957,18.18966,18.2457,18.09268,18.08241,QSO,1.693843
1237662306202353753,17.36507,15.3547,14.41503,13.93764,13.5533,GALAXY,0.05601727
1237665535468503313,19.50596,18.17618,18.10196,18.09295,18.06649,STAR,-0.0006348328
1237662636911034887,17.5412,15.59881,14.69479,14.26748,13.94518,GALAXY,0.05556385
1237655503499362450,18.52802,18.33444,18.26638,18.02379,18.01789,QSO,1.88485
1237648705673822376,18.89185,17.67937,16.77028,16.32762,15.93638,GALAXY,0.0779406
1237668354577268904,18.02873,16.88025,16.76403,16.77236,16.8184,STAR,-0.0002528568
1237648721792139527,18.92159,17.04828,16.10705,15.62866,15.2786,GALAXY,0.08280774
1237662300839084190,18.00006,17.00678,16.66798,16.51807,16.47942,STAR,0.0003225667
1237668311091642725,19.48509,17.74937,16.77203,16.34278,16.00788,GALAXY,0.1070882
1237665549974110397,19.373,19.49927,19.1066,19.02405,19.12802,QSO,1.387255
1237655129845465103,18.36276,17.22737,17.10112,17.07058,17.08812,STAR,-0.0007383781
1237665428108607677,16.90411,15.47603,14.93337,14.59716,14.39427,GALAXY,0.04446674
1237659330319942081,19.49594,18.44112,18.35335,18.24756,18.21046,STAR,-0.0003946574
1237662666425565386,19.17512,17.90021,17.49756,17.17014,16.99704,GALAXY,0.06713331
1237665372260270302,18.82334,17.59451,17.08357,16.75452,16.55527,GALAXY,0.05361738
1237671690689642774,19.26377,17.25147,16.2998,15.87103,15.52103,GALAXY,0.08567444
1237668354040266887,17.09221,16.18952,15.86884,15.74973,15.73344,STAR,3.176086E-05
1237662664292827263,16.78426,16.39111,16.44567,16.49507,16.56758,STAR,-0.0008179031
1237662662145278453,18.98923,17.76547,17.21803,16.91046,16.70807,GALAXY,0.03904696
1237668353503395900,16.8603,14.99216,14.29209,14.05915,13.9359,STAR,-8.593652E-05
1237655374114979968,17.84847,16.79093,16.74717,16.77452,16.81317,STAR,-0.0008300655
1237655129845399866,19.03304,17.21271,16.33424,15.91376,15.60491,GALAXY,0.06756449
1237665536542179698,19.55865,17.32002,16.44839,16.1562,15.97442,STAR,-2.194796E-05
1237668353503330614,17.91035,16.60353,16.06534,15.84665,15.72543,STAR,-0.0009327427
1237655473436098737,19.1857,18.93446,18.84494,18.57926,18.61433,QSO,1.678754
1237665567691374621,19.29148,17.30409,16.311,15.85355,15.52093,GALAXY,0.1326312
1237665569301594711,18.52665,17.27125,16.76977,16.48841,16.27402,GALAXY,0.03842362
