iter	MultiClass
154	0.04053901023
155	0.04041274775
156	0.04033443874
157	0.04028864574
158	0.04019615189
159	0.04015345773
160	0.04008052149
161	0.03994691782
162	0.03983352208
163	0.03979268722
164	0.03974424929
165	0.03963557164
166	0.03949837156
167	0.03939087671
168	0.03929275695
169	0.03924777138
170	0.03911090302
171	0.0390561932
172	0.03903399503
173	0.03899001332
174	0.03882940172
175	0.0386377668
176	0.03848861219
177	0.03843768209
178	0.03840766262
179	0.03824760969
180	0.03817346447
181	0.03810107381
182	0.03808543994
183	0.03799893428
184	0.03793224374
185	0.03788382326
186	0.03779515278
187	0.03775406041
188	0.03768004613
189	0.03761497921
190	0.03749435138
191	0.03736960777
192	0.03724713374
193	0.03720952429
194	0.03714429588
195	0.03703202183
196	0.03698196464
197	0.03685810268
198	0.03681238823
199	0.0367543919
200	0.03669207029
201	0.03665717124
202	0.03655757188
203	0.03644286677
204	0.03641553587
205	0.03638143117
206	0.0363125518
207	0.03628332449
208	0.03622169248
209	0.03615341979
210	0.03607662965
211	0.03599092707
212	0.03585881826
213	0.03583892676
214	0.03574124344
215	0.03567283545
216	0.03561983
217	0.0355721886
218	0.03547126678
219	0.03533849019
220	0.0352387359
221	0.03521434017
222	0.03516631468
223	0.03513723796
224	0.0350750582
225	0.03497076475
226	0.03492284402
227	0.03482107984
228	0.03478291173
229	0.03473224132
230	0.03465621061
231	0.03462251836
232	0.03457818094
233	0.03450295113
234	0.03447158519
235	0.03443071104
236	0.03440516743
237	0.03437459584
238	0.03432951208
239	0.03422984507
240	0.03412689155
241	0.03408781561
242	0.03397701242
243	0.03393817652
244	0.03390518042
245	0.03388077596
246	0.03377840292
247	0.03370255116
248	0.03360475874
249	0.03358140614
250	0.03348086186
251	0.03345644649
252	0.03343975421
253	0.03339419034
254	0.0333180287
255	0.03319786134
256	0.03315831184
257	0.03307138063
258	0.03299791629
259	0.03291005979
260	0.03288619217
261	0.03280232707
262	0.0327684035
263	0.03273991162
264	0.03269927317
265	0.03261283952
266	0.03254934821
267	0.03246390095
268	0.03243177776
269	0.03241223761
270	0.03230374545
271	0.03225414
272	0.03223305261
273	0.03217271251
274	0.03212116919
275	0.03210296023
276	0.03206521547
277	0.03204921716
278	0.03198865665
279	0.03195180446
280	0.0318875057
281	0.03182784429
282	0.03179854715
283	0.03174769998
284	0.03167131138
285	0.03164273003
286	0.03161609964
287	0.0315724911
288	0.03152919899
289	0.03150152329
290	0.03141499144
291	0.03137236274
292	0.031323556
293	0.03124485854
294	0.03121649542
295	0.03117372269
296	0.03110900276
297	0.03108845439
298	0.03103396935
299	0.031012236
300	0.03094648166
301	0.03090459058
302	0.03086305302
303	0.03079585182
304	0.03074513341
305	0.03068024107
306	0.03060280497
307	0.03056430515
308	0.03055467474
309	0.03053153382
310	0.03048106418
311	0.03042248518
312	0.03040360408
313	0.03034079145
314	0.03029935428
315	0.03028633479
316	0.03026065369
317	0.03024752072
318	0.03019719948
319	0.03013395039
320	0.03010043272
321	0.03004701264
322	0.02999895879
323	0.029950774
324	0.02992508854
325	0.02991439099
326	0.02987374163
327	0.02984846644
328	0.02981641526
329	0.02979884571
330	0.02972401744
331	0.0296985262
332	0.02964858686
333	0.02961679101
334	0.02956927836
335	0.02953406942
336	0.02951168575
337	0.0294604916
338	0.02940878024
339	0.02934262654
340	0.02930460028
341	0.02929084972
342	0.02927972226
343	0.02922357215
344	0.02919372726
345	0.02917331419
346	0.02912627728
347	0.02910645561
348	0.02909595447
349	0.02905766851
350	0.02904054415
351	0.02900520864
352	0.02894183516
353	0.02893592336
354	0.02892337306
355	0.02890856409
356	0.0288849758
357	0.02886660535
358	0.02884766533
359	0.02880769029
360	0.02876316082
361	0.02873706073
362	0.02866843887
363	0.02862497435
364	0.02856634298
365	0.02855543157
366	0.02852067
367	0.0285020966
368	0.02848437428
369	0.02843249707
370	0.02838170664
371	0.02835498896
372	0.02834162685
373	0.02830537914
374	0.02828982602
375	0.02826218087
376	0.02822974779
377	0.02818466839
378	0.02815135586
379	0.02812003356
380	0.02804108514
381	0.02800681459
382	0.02796424917
383	0.02792748427
384	0.02786515611
385	0.02783975435
386	0.02782607144
387	0.02780614502
388	0.02779003541
389	0.02776048513
390	0.02772536348
391	0.02770349484
392	0.02767134327
393	0.0276522003
394	0.02757377344
395	0.02752254874
396	0.02744439903
397	0.02743231137
398	0.02741464362
399	0.02738372504
400	0.02737373019
401	0.02736171236
402	0.02735173497
403	0.02734524268
404	0.02729884518
405	0.02728585624
406	0.02726969426
407	0.02726541698
408	0.02724841919
409	0.02721821859
410	0.02718587499
411	0.02718108924
412	0.02713787787
413	0.02708727293
414	0.02707483393
415	0.0270628161
416	0.02703343822
417	0.02700318961
418	0.02699057165
419	0.02690763839
420	0.02687239671
421	0.02680745418
422	0.02676462253
423	0.02673156096
424	0.02671324506
425	0.02665564591
426	0.02665112859
427	0.02658684074
428	0.02651714301
429	0.02648705807
430	0.02644773117
431	0.0264059972
432	0.02638109082
433	0.02634643182
434	0.026306675
435	0.02628275937
436	0.02623908536
437	0.02623494121
438	0.02620856178
439	0.0261623345
440	0.02614446597
441	0.02610537912
442	0.02607439726
443	0.02604189435
444	0.02599787118
445	0.02595413606
446	0.02593950822
447	0.02587958494
448	0.02585183286
449	0.02582950593
450	0.02579806361
451	0.02576228946
452	0.02573318
453	0.02569481112
454	0.02564089129
455	0.02562087758
456	0.02559688994
457	0.02558393155
458	0.02557065236
459	0.02552679722
460	0.02549904296
461	0.02547404055
462	0.02543558438
463	0.02541035719
464	0.02539808404
465	0.02537340243
466	0.02534914855
467	0.02532968477
468	0.02529705747
469	0.02527952284
470	0.02526440399
471	0.02525656305
472	0.02522795551
473	0.02521951008
474	0.02521130252
475	0.02519150922
476	0.02516150284
477	0.02513472624
478	0.02512834743
479	0.02511961394
480	0.02508674222
481	0.02506843942
482	0.02504015268
483	0.02503605654
484	0.02501475528
485	0.02496138757
486	0.02494677938
487	0.02490358765
488	0.02489831962
489	0.02487475098
490	0.02486200863
491	0.02483720481
492	0.02481045003
493	0.02479619319
494	0.02478955905
495	0.02476718847
496	0.02471570844
497	0.02469754531
498	0.02466285357
499	0.02464149776
500	0.0246254318
501	0.02461500049
502	0.02458911426
503	0.0245629356
504	0.02454941636
505	0.02451227829
506	0.02449173428
507	0.0244810542
508	0.02445163049
509	0.02440931822
510	0.02438907101
511	0.02438406267
512	0.02437427295
513	0.02434074655
514	0.02433499842
515	0.02432437944
516	0.02429508885
517	0.02428855946
518	0.02427224908
519	0.02425029532
520	0.02420808999
521	0.02419808859
522	0.02419160503
523	0.02416835936
524	0.02414948917
525	0.02413711999
526	0.02413248046
527	0.0240983823
528	0.02407543343
529	0.02406592304
530	0.02405932164
531	0.0240239774
532	0.02400911824
533	0.0240001687
534	0.02396763524
535	0.02393307662
536	0.02390514996
537	0.02389565266
538	0.02387236335
539	0.02381354867
540	0.02375989508
541	0.02372326111
542	0.02371048385
543	0.02369031301
544	0.0236701771
545	0.02366268969
546	0.0236425254
547	0.02359072894
548	0.02355783103
549	0.02354906481
550	0.02352927151
551	0.02352432864
552	0.02347316504
553	0.02346273591
554	0.02343507548
555	0.02341019529
556	0.02340283445
557	0.02339846989
558	0.02337320997
559	0.02336630959
560	0.02334578305
561	0.02332284508
562	0.02329291072
563	0.02325673939
564	0.02322432596
565	0.02321361095
566	0.02317327365
567	0.02316830678
568	0.02316078009
569	0.02315420923
570	0.02312934868
571	0.02309975911
572	0.02307169497
573	0.02306262104
574	0.02302597179
575	0.02298117827
576	0.02297652565
577	0.02297155004
578	0.02296687996
579	0.02295250527
580	0.02292263637
581	0.0228729218
582	0.02286563298
583	0.02285841618
584	0.02284829693
585	0.02283683122
586	0.02281171097
587	0.02279157942
588	0.02278143836
589	0.02276157086
590	0.02271953138
591	0.02267726058
592	0.02264854174
593	0.02264405497
594	0.02262320108
595	0.02260014309
596	0.02257690833
597	0.02257176688
598	0.02255081042
599	0.02252878029
600	0.02251559275
601	0.02248069588
602	0.02246458409
603	0.02245076152
604	0.02241198455
605	0.02238871706
606	0.02238248446
607	0.02236417293
608	0.02233861623
609	0.02230699496
610	0.02228359216
611	0.02226445792
612	0.02223371829
613	0.02221729007
614	0.02221366312
615	0.02218020219
616	0.022122878
617	0.02211695311
618	0.02207277499
619	0.02205577501
620	0.02204069981
621	0.02201578251
622	0.02199061425
623	0.02198355238
624	0.02193994384
625	0.0219277427
626	0.02190747148
627	0.0218834271
628	0.0218460206
629	0.02183775848
630	0.02182191075
631	0.0218146503
632	0.02178598166
633	0.02175891918
634	0.02174171843
635	0.02171848586
636	0.02165879389
637	0.02163269817
638	0.0216017905
639	0.02159246343
640	0.02157120364
641	0.02155976412
642	0.02154474347
643	0.02150240283
644	0.02149548063
645	0.02147849811
646	0.02144610214
647	0.02141735057
648	0.02140938306
649	0.02138327642
650	0.02136407452
651	0.02136017478
652	0.02133915067
653	0.02130895444
654	0.02128701159
655	0.0212387286
656	0.0212162009
657	0.02121142825
658	0.02120096857
659	0.02119431916
660	0.02116522498
661	0.02114197276
662	0.02112145058
663	0.02111573736
664	0.02107258928
665	0.021067402
666	0.02105284181
667	0.02104674888
668	0.02102259975
669	0.02099771955
670	0.02096495477
671	0.02093452503
672	0.02092970655
673	0.02092523723
674	0.02090161839
675	0.02089746115
676	0.02088054628
677	0.02085199985
678	0.02082910116
679	0.02082627511
680	0.02081961696
681	0.02080132507
682	0.02079548311
683	0.02077638596
684	0.02076005157
685	0.02074724376
686	0.0207311407
687	0.02072000015
688	0.02070258772
689	0.02067956901
690	0.02066178778
691	0.02064963028
692	0.02062261581
693	0.0206189343
694	0.02060983637
695	0.02059973677
696	0.02058190098
697	0.02056716184
698	0.02056500793
699	0.02055060269
700	0.0205186519
701	0.02050353741
702	0.02050112599
703	0.02049514435
704	0.02046530819
705	0.02045347368
706	0.02043980823
707	0.02043350798
708	0.02042193315
709	0.02039374898
710	0.02035072747
711	0.0203286646
712	0.02032016898
713	0.02029632973
714	0.02027709073
715	0.0202587421
716	0.02022487526
717	0.02020456476
718	0.02019869006
719	0.02019291138
720	0.02017863925
721	0.02015395328
722	0.02013427782
723	0.02010689237
724	0.02010247761
725	0.02007321975
726	0.02006934402
727	0.02005652311
728	0.02005299
729	0.02004055972
730	0.0200378275
731	0.02000341073
732	0.02000114116
733	0.01999285503
734	0.01998833116
735	0.01996767805
736	0.01994824482
737	0.01992983291
738	0.01991671958
739	0.01988829535
740	0.0198736697
741	0.01984777256
742	0.01983547976
743	0.01983199902
744	0.01978899497
745	0.01976497023
746	0.01974368643
747	0.01972600122
748	0.01971099803
749	0.01970670548
750	0.01969941666
751	0.01969298111
752	0.01968253234
753	0.01966539706
754	0.01964094677
755	0.01963527502
756	0.01962286875
757	0.01960350754
758	0.01958954748
759	0.01957724814
760	0.01957394417
761	0.01955960003
762	0.01954686423
763	0.01953384037
764	0.01952416195
765	0.01949888676
766	0.01948621424
767	0.01946329592
768	0.01945388155
769	0.01943655642
770	0.01942389045
771	0.01941649251
772	0.01941362718
773	0.01940960741
774	0.01940547417
775	0.01939030077
776	0.01936598796
777	0.01934247824
778	0.01931535465
779	0.01929713914
780	0.0192919104
781	0.01927155625
782	0.01926575574
783	0.01923986951
784	0.01922032063
785	0.01918657382
786	0.01917713763
787	0.01916780838
788	0.01915491546
789	0.01913494976
790	0.01912667673
791	0.01910801821
792	0.01908142711
793	0.01905590532
794	0.01904088904
795	0.01900908009
796	0.01899682876
797	0.01897205331
798	0.01896616551
799	0.01896183368
800	0.01894580046
801	0.01894407209
802	0.0189182797
803	0.01890189076
804	0.0188805044
805	0.01885770391
806	0.01884038969
807	0.01883110844
808	0.01882900254
809	0.01881229281
810	0.01879221799
811	0.01876512714
812	0.0187429988
813	0.01873909906
814	0.01872223221
815	0.01870261349
816	0.0186932144
817	0.01866862226
818	0.01864753051
819	0.01864451023
820	0.01863843694
821	0.01862633837
822	0.01860757947
823	0.01859450978
824	0.01857219813
825	0.01855045387
826	0.018536077
827	0.01851813864
828	0.01850274919
829	0.01848779401
830	0.01845546786
831	0.01845290368
832	0.01844191807
833	0.0184149538
834	0.01840337243
835	0.0184003827
836	0.0183724975
837	0.01835908083
838	0.01834711101
839	0.0183212466
840	0.01831557049
841	0.01829506249
842	0.0182853677
843	0.0182821172
844	0.01827321676
845	0.01826323282
846	0.01824590659
847	0.01822719243
848	0.01821684623
849	0.01818952406
850	0.01817955976
851	0.01816480971
852	0.01814353792
853	0.01812973608
854	0.01811063238
855	0.01809975043
856	0.01807508737
857	0.01806400028
858	0.01805613207
859	0.01803675777
860	0.01803449474
861	0.0180313097
862	0.01802238744
863	0.01801371287
864	0.01799277714
865	0.01798085752
866	0.0179677671
867	0.01795135197
868	0.01794407297
869	0.01793697401
870	0.01792239091
871	0.01789626354
872	0.01788755296
873	0.01788499423
874	0.01786261929
875	0.01784279326
876	0.01783639481
877	0.01782840657
878	0.01781316769
879	0.01780445602
880	0.0177801083
881	0.01777758231
882	0.01775526847
883	0.01774904351
884	0.01772790702
885	0.01771021963
886	0.01770124717
887	0.01769391361
888	0.01768905804
889	0.01768400714
890	0.01766465248
891	0.01765808163
892	0.01764044879
893	0.01763859822
894	0.01762118797
895	0.01761367219
896	0.0175940131
897	0.01758541928
898	0.01756560307
899	0.01756194229
900	0.01755320116
901	0.01753899232
902	0.01753207557
903	0.01752095248
904	0.01751250923
905	0.01749394347
906	0.01748992152
907	0.01748494592
908	0.01747148997
909	0.01746616193
910	0.01745831226
911	0.0174504364
912	0.01743275446
913	0.01741595089
914	0.01740131323
915	0.01738097
916	0.01734070253
917	0.0173092122
918	0.01730644179
919	0.01729736568
920	0.01728883078
921	0.01728133136
922	0.01726339737
923	0.0172528624
924	0.01724930747
925	0.01722815897
926	0.01721011477
927	0.01720362685
928	0.01718686146
929	0.01718170146
930	0.01717614646
931	0.01717004371
932	0.01714300523
933	0.0171213439
934	0.01711704044
935	0.01710328661
936	0.01708886827
937	0.01708483214
938	0.01706267652
939	0.01704679387
940	0.01704015319
941	0.01702686745
942	0.01702314339
943	0.01701726214
944	0.01699424779
945	0.01698213285
946	0.01696229264
947	0.01695854566
948	0.01695548828
949	0.01694756551
950	0.01694231712
951	0.01692746341
952	0.01692104423
953	0.01691300907
954	0.01689923996
955	0.01686950528
956	0.01685590202
957	0.01683358382
958	0.01682159545
959	0.01680534727
960	0.01679676545
961	0.01679534478
962	0.01679209864
963	0.01676719989
964	0.01675172315
965	0.01674582662
966	0.01673660866
967	0.01673185565
968	0.0167201739
969	0.01671744495
970	0.01669846019
971	0.01668645436
972	0.01668201997
973	0.01666571396
974	0.01665807924
975	0.01665338952
976	0.01664145243
977	0.01663707041
978	0.01663100149
979	0.01661444451
980	0.0166025849
981	0.01658155206
982	0.01657335214
983	0.01656676056
984	0.01655737893
985	0.01653138467
986	0.01651858886
987	0.01650451532
988	0.01649937714
989	0.01649627721
990	0.01647635843
991	0.01646713938
992	0.01645238388
993	0.01643343949
994	0.01642118379
995	0.01640410962
996	0.016402055
997	0.01639640944
998	0.01639167825
999	0.01638159174
